"site","mesAtual","diaAtual","anoAtual"
"http://www.stf.jus.br/portal/ataDistribuicao/obterAta.asp?dataAta=19/05/2015&numAta=95&sessaoAta=O",5,19,2015
"http://www.stf.jus.br/portal/ataDistribuicao/obterAta.asp?dataAta=20/05/2015&numAta=96&sessaoAta=O",5,20,2015
"http://www.stf.jus.br/portal/ataDistribuicao/obterAta.asp?dataAta=21/05/2015&numAta=97&sessaoAta=O",5,21,2015
"http://www.stf.jus.br/portal/ataDistribuicao/obterAta.asp?dataAta=22/05/2015&numAta=98&sessaoAta=O",5,22,2015
"http://www.stf.jus.br/portal/ataDistribuicao/obterAta.asp?dataAta=25/05/2015&numAta=99&sessaoAta=O",5,25,2015
"http://www.stf.jus.br/portal/ataDistribuicao/obterAta.asp?dataAta=26/05/2015&numAta=100&sessaoAta=O",5,26,2015
"http://www.stf.jus.br/portal/ataDistribuicao/obterAta.asp?dataAta=27/05/2015&numAta=101&sessaoAta=O",5,27,2015
"http://www.stf.jus.br/portal/ataDistribuicao/obterAta.asp?dataAta=28/05/2015&numAta=102&sessaoAta=O",5,28,2015
"http://www.stf.jus.br/portal/ataDistribuicao/obterAta.asp?dataAta=29/05/2015&numAta=103&sessaoAta=O",5,29,2015
"http://www.stf.jus.br/portal/ataDistribuicao/obterAta.asp?dataAta=01/06/2015&numAta=104&sessaoAta=O",6,1,2015
"http://www.stf.jus.br/portal/ataDistribuicao/obterAta.asp?dataAta=02/06/2015&numAta=105&sessaoAta=O",6,2,2015
"http://www.stf.jus.br/portal/ataDistribuicao/obterAta.asp?dataAta=03/06/2015&numAta=106&sessaoAta=O",6,3,2015
"http://www.stf.jus.br/portal/ataDistribuicao/obterAta.asp?dataAta=05/06/2015&numAta=107&sessaoAta=O",6,5,2015
"http://www.stf.jus.br/portal/ataDistribuicao/obterAta.asp?dataAta=08/06/2015&numAta=108&sessaoAta=O",6,8,2015
"http://www.stf.jus.br/portal/ataDistribuicao/obterAta.asp?dataAta=09/06/2015&numAta=109&sessaoAta=O",6,9,2015
"http://www.stf.jus.br/portal/ataDistribuicao/obterAta.asp?dataAta=10/06/2015&numAta=110&sessaoAta=O",6,10,2015
"http://www.stf.jus.br/portal/ataDistribuicao/obterAta.asp?dataAta=11/06/2015&numAta=111&sessaoAta=O",6,11,2015
"http://www.stf.jus.br/portal/ataDistribuicao/obterAta.asp?dataAta=12/06/2015&numAta=112&sessaoAta=O",6,12,2015
"http://www.stf.jus.br/portal/ataDistribuicao/obterAta.asp?dataAta=15/06/2015&numAta=113&sessaoAta=O",6,15,2015
"http://www.stf.jus.br/portal/ataDistribuicao/obterAta.asp?dataAta=16/06/2015&numAta=114&sessaoAta=O",6,16,2015
"http://www.stf.jus.br/portal/ataDistribuicao/obterAta.asp?dataAta=17/06/2015&numAta=115&sessaoAta=O",6,17,2015
"http://www.stf.jus.br/portal/ataDistribuicao/obterAta.asp?dataAta=18/06/2015&numAta=116&sessaoAta=O",6,18,2015
"http://www.stf.jus.br/portal/ataDistribuicao/obterAta.asp?dataAta=19/06/2015&numAta=117&sessaoAta=O",6,19,2015
"http://www.stf.jus.br/portal/ataDistribuicao/obterAta.asp?dataAta=22/06/2015&numAta=118&sessaoAta=O",6,22,2015
"http://www.stf.jus.br/portal/ataDistribuicao/obterAta.asp?dataAta=23/06/2015&numAta=119&sessaoAta=O",6,23,2015
"http://www.stf.jus.br/portal/ataDistribuicao/obterAta.asp?dataAta=24/06/2015&numAta=120&sessaoAta=O",6,24,2015
"http://www.stf.jus.br/portal/ataDistribuicao/obterAta.asp?dataAta=25/06/2015&numAta=121&sessaoAta=O",6,25,2015
"http://www.stf.jus.br/portal/ataDistribuicao/obterAta.asp?dataAta=26/06/2015&numAta=122&sessaoAta=O",6,26,2015
"http://www.stf.jus.br/portal/ataDistribuicao/obterAta.asp?dataAta=29/06/2015&numAta=123&sessaoAta=O",6,29,2015
"http://www.stf.jus.br/portal/ataDistribuicao/obterAta.asp?dataAta=30/06/2015&numAta=124&sessaoAta=O",6,30,2015
"http://www.stf.jus.br/portal/ataDistribuicao/obterAta.asp?dataAta=01/07/2015&numAta=125&sessaoAta=O",7,1,2015
"http://www.stf.jus.br/portal/ataDistribuicao/obterAta.asp?dataAta=02/07/2015&numAta=126&sessaoAta=O",7,2,2015
"http://www.stf.jus.br/portal/ataDistribuicao/obterAta.asp?dataAta=03/07/2015&numAta=127&sessaoAta=O",7,3,2015
"http://www.stf.jus.br/portal/ataDistribuicao/obterAta.asp?dataAta=06/07/2015&numAta=128&sessaoAta=O",7,6,2015
"http://www.stf.jus.br/portal/ataDistribuicao/obterAta.asp?dataAta=07/07/2015&numAta=129&sessaoAta=O",7,7,2015
"http://www.stf.jus.br/portal/ataDistribuicao/obterAta.asp?dataAta=08/07/2015&numAta=130&sessaoAta=O",7,8,2015
"http://www.stf.jus.br/portal/ataDistribuicao/obterAta.asp?dataAta=09/07/2015&numAta=131&sessaoAta=O",7,9,2015
"http://www.stf.jus.br/portal/ataDistribuicao/obterAta.asp?dataAta=10/07/2015&numAta=132&sessaoAta=O",7,10,2015
"http://www.stf.jus.br/portal/ataDistribuicao/obterAta.asp?dataAta=13/07/2015&numAta=133&sessaoAta=O",7,13,2015
"http://www.stf.jus.br/portal/ataDistribuicao/obterAta.asp?dataAta=14/07/2015&numAta=134&sessaoAta=O",7,14,2015
"http://www.stf.jus.br/portal/ataDistribuicao/obterAta.asp?dataAta=15/07/2015&numAta=135&sessaoAta=O",7,15,2015
"http://www.stf.jus.br/portal/ataDistribuicao/obterAta.asp?dataAta=16/07/2015&numAta=136&sessaoAta=O",7,16,2015
"http://www.stf.jus.br/portal/ataDistribuicao/obterAta.asp?dataAta=17/07/2015&numAta=137&sessaoAta=O",7,17,2015
"http://www.stf.jus.br/portal/ataDistribuicao/obterAta.asp?dataAta=20/07/2015&numAta=138&sessaoAta=O",7,20,2015
"http://www.stf.jus.br/portal/ataDistribuicao/obterAta.asp?dataAta=21/07/2015&numAta=139&sessaoAta=O",7,21,2015
"http://www.stf.jus.br/portal/ataDistribuicao/obterAta.asp?dataAta=22/07/2015&numAta=140&sessaoAta=O",7,22,2015
"http://www.stf.jus.br/portal/ataDistribuicao/obterAta.asp?dataAta=23/07/2015&numAta=141&sessaoAta=O",7,23,2015
"http://www.stf.jus.br/portal/ataDistribuicao/obterAta.asp?dataAta=24/07/2015&numAta=142&sessaoAta=O",7,24,2015
"http://www.stf.jus.br/portal/ataDistribuicao/obterAta.asp?dataAta=27/07/2015&numAta=143&sessaoAta=O",7,27,2015
"http://www.stf.jus.br/portal/ataDistribuicao/obterAta.asp?dataAta=28/07/2015&numAta=144&sessaoAta=O",7,28,2015
"http://www.stf.jus.br/portal/ataDistribuicao/obterAta.asp?dataAta=29/07/2015&numAta=145&sessaoAta=O",7,29,2015
"http://www.stf.jus.br/portal/ataDistribuicao/obterAta.asp?dataAta=30/07/2015&numAta=146&sessaoAta=O",7,30,2015
"http://www.stf.jus.br/portal/ataDistribuicao/obterAta.asp?dataAta=31/07/2015&numAta=147&sessaoAta=O",7,31,2015
"http://www.stf.jus.br/portal/ataDistribuicao/obterAta.asp?dataAta=03/08/2015&numAta=148&sessaoAta=O",8,3,2015
"http://www.stf.jus.br/portal/ataDistribuicao/obterAta.asp?dataAta=04/08/2015&numAta=149&sessaoAta=O",8,4,2015
"http://www.stf.jus.br/portal/ataDistribuicao/obterAta.asp?dataAta=05/08/2015&numAta=150&sessaoAta=O",8,5,2015
"http://www.stf.jus.br/portal/ataDistribuicao/obterAta.asp?dataAta=06/08/2015&numAta=151&sessaoAta=O",8,6,2015
"http://www.stf.jus.br/portal/ataDistribuicao/obterAta.asp?dataAta=07/08/2015&numAta=152&sessaoAta=O",8,7,2015
"http://www.stf.jus.br/portal/ataDistribuicao/obterAta.asp?dataAta=10/08/2015&numAta=153&sessaoAta=O",8,10,2015
"http://www.stf.jus.br/portal/ataDistribuicao/obterAta.asp?dataAta=12/08/2015&numAta=154&sessaoAta=O",8,12,2015
"http://www.stf.jus.br/portal/ataDistribuicao/obterAta.asp?dataAta=13/08/2015&numAta=155&sessaoAta=O",8,13,2015
"http://www.stf.jus.br/portal/ataDistribuicao/obterAta.asp?dataAta=14/08/2015&numAta=156&sessaoAta=O",8,14,2015
"http://www.stf.jus.br/portal/ataDistribuicao/obterAta.asp?dataAta=17/08/2015&numAta=157&sessaoAta=O",8,17,2015
"http://www.stf.jus.br/portal/ataDistribuicao/obterAta.asp?dataAta=18/08/2015&numAta=158&sessaoAta=O",8,18,2015
"http://www.stf.jus.br/portal/ataDistribuicao/obterAta.asp?dataAta=19/08/2015&numAta=159&sessaoAta=O",8,19,2015
"http://www.stf.jus.br/portal/ataDistribuicao/obterAta.asp?dataAta=20/08/2015&numAta=160&sessaoAta=O",8,20,2015
"http://www.stf.jus.br/portal/ataDistribuicao/obterAta.asp?dataAta=21/08/2015&numAta=161&sessaoAta=O",8,21,2015
"http://www.stf.jus.br/portal/ataDistribuicao/obterAta.asp?dataAta=24/08/2015&numAta=162&sessaoAta=O",8,24,2015
"http://www.stf.jus.br/portal/ataDistribuicao/obterAta.asp?dataAta=25/08/2015&numAta=163&sessaoAta=O",8,25,2015
"http://www.stf.jus.br/portal/ataDistribuicao/obterAta.asp?dataAta=26/08/2015&numAta=164&sessaoAta=O",8,26,2015
"http://www.stf.jus.br/portal/ataDistribuicao/obterAta.asp?dataAta=27/08/2015&numAta=165&sessaoAta=O",8,27,2015
"http://www.stf.jus.br/portal/ataDistribuicao/obterAta.asp?dataAta=28/08/2015&numAta=166&sessaoAta=O",8,28,2015
"http://www.stf.jus.br/portal/ataDistribuicao/obterAta.asp?dataAta=31/08/2015&numAta=167&sessaoAta=O",8,31,2015
"http://www.stf.jus.br/portal/ataDistribuicao/obterAta.asp?dataAta=01/09/2015&numAta=168&sessaoAta=O",9,1,2015
"http://www.stf.jus.br/portal/ataDistribuicao/obterAta.asp?dataAta=02/09/2015&numAta=169&sessaoAta=O",9,2,2015
"http://www.stf.jus.br/portal/ataDistribuicao/obterAta.asp?dataAta=03/09/2015&numAta=170&sessaoAta=O",9,3,2015
"http://www.stf.jus.br/portal/ataDistribuicao/obterAta.asp?dataAta=04/09/2015&numAta=171&sessaoAta=O",9,4,2015
"http://www.stf.jus.br/portal/ataDistribuicao/obterAta.asp?dataAta=08/09/2015&numAta=172&sessaoAta=O",9,8,2015
"http://www.stf.jus.br/portal/ataDistribuicao/obterAta.asp?dataAta=09/09/2015&numAta=173&sessaoAta=O",9,9,2015
"http://www.stf.jus.br/portal/ataDistribuicao/obterAta.asp?dataAta=10/09/2015&numAta=174&sessaoAta=O",9,10,2015
"http://www.stf.jus.br/portal/ataDistribuicao/obterAta.asp?dataAta=11/09/2015&numAta=175&sessaoAta=O",9,11,2015
"http://www.stf.jus.br/portal/ataDistribuicao/obterAta.asp?dataAta=14/09/2015&numAta=176&sessaoAta=O",9,14,2015
"http://www.stf.jus.br/portal/ataDistribuicao/obterAta.asp?dataAta=15/09/2015&numAta=177&sessaoAta=O",9,15,2015
"http://www.stf.jus.br/portal/ataDistribuicao/obterAta.asp?dataAta=16/09/2015&numAta=178&sessaoAta=O",9,16,2015
"http://www.stf.jus.br/portal/ataDistribuicao/obterAta.asp?dataAta=17/09/2015&numAta=179&sessaoAta=O",9,17,2015
"http://www.stf.jus.br/portal/ataDistribuicao/obterAta.asp?dataAta=18/09/2015&numAta=180&sessaoAta=O",9,18,2015
"http://www.stf.jus.br/portal/ataDistribuicao/obterAta.asp?dataAta=21/09/2015&numAta=181&sessaoAta=O",9,21,2015
"http://www.stf.jus.br/portal/ataDistribuicao/obterAta.asp?dataAta=22/09/2015&numAta=182&sessaoAta=O",9,22,2015
"http://www.stf.jus.br/portal/ataDistribuicao/obterAta.asp?dataAta=23/09/2015&numAta=183&sessaoAta=O",9,23,2015
"http://www.stf.jus.br/portal/ataDistribuicao/obterAta.asp?dataAta=24/09/2015&numAta=184&sessaoAta=O",9,24,2015
"http://www.stf.jus.br/portal/ataDistribuicao/obterAta.asp?dataAta=25/09/2015&numAta=185&sessaoAta=O",9,25,2015
"http://www.stf.jus.br/portal/ataDistribuicao/obterAta.asp?dataAta=28/09/2015&numAta=186&sessaoAta=O",9,28,2015
"http://www.stf.jus.br/portal/ataDistribuicao/obterAta.asp?dataAta=29/09/2015&numAta=187&sessaoAta=O",9,29,2015
"http://www.stf.jus.br/portal/ataDistribuicao/obterAta.asp?dataAta=30/09/2015&numAta=188&sessaoAta=O",9,30,2015
"http://www.stf.jus.br/portal/ataDistribuicao/obterAta.asp?dataAta=01/10/2015&numAta=189&sessaoAta=O",10,1,2015
"http://www.stf.jus.br/portal/ataDistribuicao/obterAta.asp?dataAta=02/10/2015&numAta=190&sessaoAta=O",10,2,2015
"http://www.stf.jus.br/portal/ataDistribuicao/obterAta.asp?dataAta=05/10/2015&numAta=191&sessaoAta=O",10,5,2015
"http://www.stf.jus.br/portal/ataDistribuicao/obterAta.asp?dataAta=06/10/2015&numAta=192&sessaoAta=O",10,6,2015
"http://www.stf.jus.br/portal/ataDistribuicao/obterAta.asp?dataAta=07/10/2015&numAta=193&sessaoAta=O",10,7,2015
"http://www.stf.jus.br/portal/ataDistribuicao/obterAta.asp?dataAta=08/10/2015&numAta=194&sessaoAta=O",10,8,2015
"http://www.stf.jus.br/portal/ataDistribuicao/obterAta.asp?dataAta=09/10/2015&numAta=195&sessaoAta=O",10,9,2015
"http://www.stf.jus.br/portal/ataDistribuicao/obterAta.asp?dataAta=10/10/2015&numAta=196&sessaoAta=O",10,10,2015
"http://www.stf.jus.br/portal/ataDistribuicao/obterAta.asp?dataAta=13/10/2015&numAta=197&sessaoAta=O",10,13,2015
"http://www.stf.jus.br/portal/ataDistribuicao/obterAta.asp?dataAta=14/10/2015&numAta=198&sessaoAta=O",10,14,2015
"http://www.stf.jus.br/portal/ataDistribuicao/obterAta.asp?dataAta=15/10/2015&numAta=199&sessaoAta=O",10,15,2015
"http://www.stf.jus.br/portal/ataDistribuicao/obterAta.asp?dataAta=16/10/2015&numAta=200&sessaoAta=O",10,16,2015
"http://www.stf.jus.br/portal/ataDistribuicao/obterAta.asp?dataAta=19/10/2015&numAta=201&sessaoAta=O",10,19,2015
"http://www.stf.jus.br/portal/ataDistribuicao/obterAta.asp?dataAta=20/10/2015&numAta=202&sessaoAta=O",10,20,2015
"http://www.stf.jus.br/portal/ataDistribuicao/obterAta.asp?dataAta=21/10/2015&numAta=203&sessaoAta=O",10,21,2015
"http://www.stf.jus.br/portal/ataDistribuicao/obterAta.asp?dataAta=22/10/2015&numAta=204&sessaoAta=O",10,22,2015
"http://www.stf.jus.br/portal/ataDistribuicao/obterAta.asp?dataAta=23/10/2015&numAta=205&sessaoAta=O",10,23,2015
"http://www.stf.jus.br/portal/ataDistribuicao/obterAta.asp?dataAta=26/10/2015&numAta=206&sessaoAta=O",10,26,2015
"http://www.stf.jus.br/portal/ataDistribuicao/obterAta.asp?dataAta=27/10/2015&numAta=207&sessaoAta=O",10,27,2015
"http://www.stf.jus.br/portal/ataDistribuicao/obterAta.asp?dataAta=28/10/2015&numAta=208&sessaoAta=O",10,28,2015
"http://www.stf.jus.br/portal/ataDistribuicao/obterAta.asp?dataAta=29/10/2015&numAta=209&sessaoAta=O",10,29,2015
"http://www.stf.jus.br/portal/ataDistribuicao/obterAta.asp?dataAta=31/10/2015&numAta=210&sessaoAta=O",10,31,2015
"http://www.stf.jus.br/portal/ataDistribuicao/obterAta.asp?dataAta=03/11/2015&numAta=211&sessaoAta=O",11,3,2015
"http://www.stf.jus.br/portal/ataDistribuicao/obterAta.asp?dataAta=04/11/2015&numAta=212&sessaoAta=O",11,4,2015
"http://www.stf.jus.br/portal/ataDistribuicao/obterAta.asp?dataAta=05/11/2015&numAta=213&sessaoAta=O",11,5,2015
"http://www.stf.jus.br/portal/ataDistribuicao/obterAta.asp?dataAta=06/11/2015&numAta=214&sessaoAta=O",11,6,2015
"http://www.stf.jus.br/portal/ataDistribuicao/obterAta.asp?dataAta=09/11/2015&numAta=215&sessaoAta=O",11,9,2015
"http://www.stf.jus.br/portal/ataDistribuicao/obterAta.asp?dataAta=10/11/2015&numAta=216&sessaoAta=O",11,10,2015
"http://www.stf.jus.br/portal/ataDistribuicao/obterAta.asp?dataAta=11/11/2015&numAta=217&sessaoAta=O",11,11,2015
"http://www.stf.jus.br/portal/ataDistribuicao/obterAta.asp?dataAta=12/11/2015&numAta=218&sessaoAta=O",11,12,2015
"http://www.stf.jus.br/portal/ataDistribuicao/obterAta.asp?dataAta=13/11/2015&numAta=219&sessaoAta=O",11,13,2015
"http://www.stf.jus.br/portal/ataDistribuicao/obterAta.asp?dataAta=16/11/2015&numAta=220&sessaoAta=O",11,16,2015
"http://www.stf.jus.br/portal/ataDistribuicao/obterAta.asp?dataAta=17/11/2015&numAta=221&sessaoAta=O",11,17,2015
"http://www.stf.jus.br/portal/ataDistribuicao/obterAta.asp?dataAta=18/11/2015&numAta=222&sessaoAta=O",11,18,2015
"http://www.stf.jus.br/portal/ataDistribuicao/obterAta.asp?dataAta=19/11/2015&numAta=223&sessaoAta=O",11,19,2015
"http://www.stf.jus.br/portal/ataDistribuicao/obterAta.asp?dataAta=20/11/2015&numAta=224&sessaoAta=O",11,20,2015
"http://www.stf.jus.br/portal/ataDistribuicao/obterAta.asp?dataAta=23/11/2015&numAta=225&sessaoAta=O",11,23,2015
"http://www.stf.jus.br/portal/ataDistribuicao/obterAta.asp?dataAta=24/11/2015&numAta=226&sessaoAta=O",11,24,2015
"http://www.stf.jus.br/portal/ataDistribuicao/obterAta.asp?dataAta=25/11/2015&numAta=227&sessaoAta=O",11,25,2015
"http://www.stf.jus.br/portal/ataDistribuicao/obterAta.asp?dataAta=26/11/2015&numAta=228&sessaoAta=O",11,26,2015
"http://www.stf.jus.br/portal/ataDistribuicao/obterAta.asp?dataAta=27/11/2015&numAta=229&sessaoAta=O",11,27,2015
"http://www.stf.jus.br/portal/ataDistribuicao/obterAta.asp?dataAta=30/11/2015&numAta=230&sessaoAta=O",11,30,2015
"http://www.stf.jus.br/portal/ataDistribuicao/obterAta.asp?dataAta=01/12/2015&numAta=231&sessaoAta=O",12,1,2015
"http://www.stf.jus.br/portal/ataDistribuicao/obterAta.asp?dataAta=02/12/2015&numAta=232&sessaoAta=O",12,2,2015
"http://www.stf.jus.br/portal/ataDistribuicao/obterAta.asp?dataAta=03/12/2015&numAta=233&sessaoAta=O",12,3,2015
"http://www.stf.jus.br/portal/ataDistribuicao/obterAta.asp?dataAta=04/12/2015&numAta=235&sessaoAta=O",12,4,2015
"http://www.stf.jus.br/portal/ataDistribuicao/obterAta.asp?dataAta=07/12/2015&numAta=236&sessaoAta=O",12,7,2015
"http://www.stf.jus.br/portal/ataDistribuicao/obterAta.asp?dataAta=08/12/2015&numAta=237&sessaoAta=O",12,8,2015
"http://www.stf.jus.br/portal/ataDistribuicao/obterAta.asp?dataAta=09/12/2015&numAta=238&sessaoAta=O",12,9,2015
"http://www.stf.jus.br/portal/ataDistribuicao/obterAta.asp?dataAta=10/12/2015&numAta=239&sessaoAta=O",12,10,2015
"http://www.stf.jus.br/portal/ataDistribuicao/obterAta.asp?dataAta=11/12/2015&numAta=240&sessaoAta=O",12,11,2015
"http://www.stf.jus.br/portal/ataDistribuicao/obterAta.asp?dataAta=14/12/2015&numAta=241&sessaoAta=O",12,14,2015
"http://www.stf.jus.br/portal/ataDistribuicao/obterAta.asp?dataAta=15/12/2015&numAta=242&sessaoAta=O",12,15,2015
"http://www.stf.jus.br/portal/ataDistribuicao/obterAta.asp?dataAta=16/12/2015&numAta=243&sessaoAta=O",12,16,2015
"http://www.stf.jus.br/portal/ataDistribuicao/obterAta.asp?dataAta=17/12/2015&numAta=244&sessaoAta=O",12,17,2015
"http://www.stf.jus.br/portal/ataDistribuicao/obterAta.asp?dataAta=18/12/2015&numAta=245&sessaoAta=O",12,18,2015
"http://www.stf.jus.br/portal/ataDistribuicao/obterAta.asp?dataAta=21/12/2015&numAta=246&sessaoAta=O",12,21,2015
"http://www.stf.jus.br/portal/ataDistribuicao/obterAta.asp?dataAta=22/12/2015&numAta=247&sessaoAta=O",12,22,2015
"http://www.stf.jus.br/portal/ataDistribuicao/obterAta.asp?dataAta=23/12/2015&numAta=248&sessaoAta=O",12,23,2015
"http://www.stf.jus.br/portal/ataDistribuicao/obterAta.asp?dataAta=24/12/2015&numAta=249&sessaoAta=O",12,24,2015
"http://www.stf.jus.br/portal/ataDistribuicao/obterAta.asp?dataAta=28/12/2015&numAta=250&sessaoAta=O",12,28,2015
"http://www.stf.jus.br/portal/ataDistribuicao/obterAta.asp?dataAta=29/12/2015&numAta=251&sessaoAta=O",12,29,2015
"http://www.stf.jus.br/portal/ataDistribuicao/obterAta.asp?dataAta=30/12/2015&numAta=252&sessaoAta=O",12,30,2015
"http://www.stf.jus.br/portal/ataDistribuicao/obterAta.asp?dataAta=31/12/2015&numAta=253&sessaoAta=O",12,31,2015
"http://www.stf.jus.br/portal/ataDistribuicao/obterAta.asp?dataAta=04/01/2016&numAta=1&sessaoAta=O",1,4,2016
"http://www.stf.jus.br/portal/ataDistribuicao/obterAta.asp?dataAta=05/01/2016&numAta=2&sessaoAta=O",1,5,2016
"http://www.stf.jus.br/portal/ataDistribuicao/obterAta.asp?dataAta=06/01/2016&numAta=3&sessaoAta=O",1,6,2016
"http://www.stf.jus.br/portal/ataDistribuicao/obterAta.asp?dataAta=07/01/2016&numAta=4&sessaoAta=O",1,7,2016
"http://www.stf.jus.br/portal/ataDistribuicao/obterAta.asp?dataAta=08/01/2016&numAta=5&sessaoAta=O",1,8,2016
"http://www.stf.jus.br/portal/ataDistribuicao/obterAta.asp?dataAta=11/01/2016&numAta=6&sessaoAta=O",1,11,2016
"http://www.stf.jus.br/portal/ataDistribuicao/obterAta.asp?dataAta=12/01/2016&numAta=7&sessaoAta=O",1,12,2016
"http://www.stf.jus.br/portal/ataDistribuicao/obterAta.asp?dataAta=13/01/2016&numAta=8&sessaoAta=O",1,13,2016
"http://www.stf.jus.br/portal/ataDistribuicao/obterAta.asp?dataAta=14/01/2016&numAta=9&sessaoAta=O",1,14,2016
"http://www.stf.jus.br/portal/ataDistribuicao/obterAta.asp?dataAta=15/01/2016&numAta=10&sessaoAta=O",1,15,2016
"http://www.stf.jus.br/portal/ataDistribuicao/obterAta.asp?dataAta=18/01/2016&numAta=11&sessaoAta=O",1,18,2016
"http://www.stf.jus.br/portal/ataDistribuicao/obterAta.asp?dataAta=19/01/2016&numAta=12&sessaoAta=O",1,19,2016
"http://www.stf.jus.br/portal/ataDistribuicao/obterAta.asp?dataAta=20/01/2016&numAta=13&sessaoAta=O",1,20,2016
"http://www.stf.jus.br/portal/ataDistribuicao/obterAta.asp?dataAta=21/01/2016&numAta=14&sessaoAta=O",1,21,2016
"http://www.stf.jus.br/portal/ataDistribuicao/obterAta.asp?dataAta=22/01/2016&numAta=15&sessaoAta=O",1,22,2016
"http://www.stf.jus.br/portal/ataDistribuicao/obterAta.asp?dataAta=25/01/2016&numAta=16&sessaoAta=O",1,25,2016
"http://www.stf.jus.br/portal/ataDistribuicao/obterAta.asp?dataAta=26/01/2016&numAta=17&sessaoAta=O",1,26,2016
"http://www.stf.jus.br/portal/ataDistribuicao/obterAta.asp?dataAta=27/01/2016&numAta=18&sessaoAta=O",1,27,2016
"http://www.stf.jus.br/portal/ataDistribuicao/obterAta.asp?dataAta=28/01/2016&numAta=19&sessaoAta=O",1,28,2016
"http://www.stf.jus.br/portal/ataDistribuicao/obterAta.asp?dataAta=29/01/2016&numAta=20&sessaoAta=O",1,29,2016
"http://www.stf.jus.br/portal/ataDistribuicao/obterAta.asp?dataAta=01/02/2016&numAta=21&sessaoAta=O",2,1,2016
"http://www.stf.jus.br/portal/ataDistribuicao/obterAta.asp?dataAta=02/02/2016&numAta=22&sessaoAta=O",2,2,2016
"http://www.stf.jus.br/portal/ataDistribuicao/obterAta.asp?dataAta=03/02/2016&numAta=23&sessaoAta=O",2,3,2016
"http://www.stf.jus.br/portal/ataDistribuicao/obterAta.asp?dataAta=04/02/2016&numAta=24&sessaoAta=O",2,4,2016
"http://www.stf.jus.br/portal/ataDistribuicao/obterAta.asp?dataAta=05/02/2016&numAta=25&sessaoAta=O",2,5,2016
"http://www.stf.jus.br/portal/ataDistribuicao/obterAta.asp?dataAta=10/02/2016&numAta=26&sessaoAta=O",2,10,2016
"http://www.stf.jus.br/portal/ataDistribuicao/obterAta.asp?dataAta=11/02/2016&numAta=27&sessaoAta=O",2,11,2016
"http://www.stf.jus.br/portal/ataDistribuicao/obterAta.asp?dataAta=12/02/2016&numAta=28&sessaoAta=O",2,12,2016
"http://www.stf.jus.br/portal/ataDistribuicao/obterAta.asp?dataAta=15/02/2016&numAta=29&sessaoAta=O",2,15,2016
"http://www.stf.jus.br/portal/ataDistribuicao/obterAta.asp?dataAta=16/02/2016&numAta=30&sessaoAta=O",2,16,2016
"http://www.stf.jus.br/portal/ataDistribuicao/obterAta.asp?dataAta=17/02/2016&numAta=31&sessaoAta=O",2,17,2016
"http://www.stf.jus.br/portal/ataDistribuicao/obterAta.asp?dataAta=18/02/2016&numAta=32&sessaoAta=O",2,18,2016
"http://www.stf.jus.br/portal/ataDistribuicao/obterAta.asp?dataAta=19/02/2016&numAta=33&sessaoAta=O",2,19,2016
"http://www.stf.jus.br/portal/ataDistribuicao/obterAta.asp?dataAta=22/02/2016&numAta=34&sessaoAta=O",2,22,2016
"http://www.stf.jus.br/portal/ataDistribuicao/obterAta.asp?dataAta=23/02/2016&numAta=35&sessaoAta=O",2,23,2016
"http://www.stf.jus.br/portal/ataDistribuicao/obterAta.asp?dataAta=24/02/2016&numAta=36&sessaoAta=O",2,24,2016
"http://www.stf.jus.br/portal/ataDistribuicao/obterAta.asp?dataAta=25/02/2016&numAta=37&sessaoAta=O",2,25,2016
"http://www.stf.jus.br/portal/ataDistribuicao/obterAta.asp?dataAta=26/02/2016&numAta=38&sessaoAta=O",2,26,2016
"http://www.stf.jus.br/portal/ataDistribuicao/obterAta.asp?dataAta=29/02/2016&numAta=39&sessaoAta=O",2,29,2016
"http://www.stf.jus.br/portal/ataDistribuicao/obterAta.asp?dataAta=01/03/2016&numAta=40&sessaoAta=O",3,1,2016
"http://www.stf.jus.br/portal/ataDistribuicao/obterAta.asp?dataAta=02/03/2016&numAta=41&sessaoAta=O",3,2,2016
"http://www.stf.jus.br/portal/ataDistribuicao/obterAta.asp?dataAta=03/03/2016&numAta=42&sessaoAta=O",3,3,2016
"http://www.stf.jus.br/portal/ataDistribuicao/obterAta.asp?dataAta=04/03/2016&numAta=43&sessaoAta=O",3,4,2016
"http://www.stf.jus.br/portal/ataDistribuicao/obterAta.asp?dataAta=07/03/2016&numAta=44&sessaoAta=O",3,7,2016
"http://www.stf.jus.br/portal/ataDistribuicao/obterAta.asp?dataAta=08/03/2016&numAta=45&sessaoAta=O",3,8,2016
"http://www.stf.jus.br/portal/ataDistribuicao/obterAta.asp?dataAta=09/03/2016&numAta=46&sessaoAta=O",3,9,2016
"http://www.stf.jus.br/portal/ataDistribuicao/obterAta.asp?dataAta=10/03/2016&numAta=47&sessaoAta=O",3,10,2016
"http://www.stf.jus.br/portal/ataDistribuicao/obterAta.asp?dataAta=11/03/2016&numAta=48&sessaoAta=O",3,11,2016
"http://www.stf.jus.br/portal/ataDistribuicao/obterAta.asp?dataAta=14/03/2016&numAta=49&sessaoAta=O",3,14,2016
"http://www.stf.jus.br/portal/ataDistribuicao/obterAta.asp?dataAta=15/03/2016&numAta=50&sessaoAta=O",3,15,2016
